cik,ticker,company_name,company_name_normalized
1176948,ARES,Ares Management Corp,ares management
1176948,ARES-PB,Ares Management Corp,ares management
1176984,EIM,Eaton Vance Municipal Bond Fund,eaton vance municipal bond fund
1177394,SNX,TD SYNNEX CORP,td synnex
1177609,FIVE,"FIVE BELOW, INC",five below
1177648,ENTA,ENANTA PHARMACEUTICALS INC,enanta pharmaceuticals
1177702,SAIA,SAIA INC,saia
1178253,SCYX,SCYNEXIS INC,scynexis
1178526,VERTF,Vertiqal Studios Corp.,vertiqal studios
1178660,TUTH,Standard Dental Labs Inc.,standard dental labs
1178670,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",alnylam pharmaceuticals
1178697,SONM,"DNA X, Inc.",dna x
1178819,AGI,ALAMOS GOLD INC,alamos gold
1178839,NBH,NEUBERGER MUNICIPAL FUND INC.,neuberger municipal fund
1178970,PFS,PROVIDENT FINANCIAL SERVICES INC,provident financial services
1179821,BGI,BIRKS GROUP INC.,birks group
1179929,MOH,"MOLINA HEALTHCARE, INC.",molina healthcare
1180262,HLF,HERBALIFE LTD.,herbalife
1181412,SPCX,SPACE EXPLORATION TECHNOLOGIES CORP,space exploration technologies
1185348,PRAA,PRA GROUP INC,pra group
1187953,CELZ,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",creative medical technology holdings
1189740,HPF,JOHN HANCOCK PREFERRED INCOME FUND II,john hancock preferred income fund ii
1190370,IVDN,INNOVATIVE DESIGNS INC,innovative designs
1190723,TNRSF,TENARIS SA,tenaris sa
1190723,TS,TENARIS SA,tenaris sa
1190935,PTY,PIMCO CORPORATE & INCOME OPPORTUNITY FUND,pimco corporate & income opportunity fund
1191070,NEUP,Neuphoria Therapeutics Inc.,neuphoria therapeutics
1191832,KNGRF,Kingsmen Resources Ltd.,kingsmen resources
1192323,SPST,Superstar Platforms Inc.,superstar platforms
1192448,GKOS,GLAUKOS Corp,glaukos
1195737,NEA,Nuveen AMT-Free Quality Municipal Income Fund,nuveen amt-free quality municipal income fund
1195738,NKX,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,nuveen california amt-free quality municipal income fund
1195739,NRK,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,nuveen new york amt-free quality municipal income fund
1196298,NEPH,NEPHROS INC,nephros
1199004,FMN,Federated Hermes Premier Municipal Income Fund,federated hermes premier municipal income fund
1199392,EGMCF,EMERGENT METALS CORP.,emergent metals
1200375,CDXS,"CODEXIS, INC.",codexis
1201792,APEI,AMERICAN PUBLIC EDUCATION INC,american public education
1203464,IAG,IAMGOLD CORP,iamgold
1205922,VCNX,"VACCINEX, INC.",vaccinex
1206264,SGI,SOMNIGROUP INTERNATIONAL INC.,somnigroup international
1207179,GLNG,GOLAR LNG LTD,golar lng
1210123,EAD,ALLSPRING INCOME OPPORTUNITIES FUND,allspring income opportunities fund
1210677,FA,FIRST ADVANTAGE CORP,first advantage
1210708,STRRP,"Star Equity Holdings, Inc.",star equity holdings
1210708,STRR,"Star Equity Holdings, Inc.",star equity holdings
1211583,FENC,FENNEC PHARMACEUTICALS INC.,fennec pharmaceuticals
1211805,MYSZ,"My Size, Inc.",my size
1212545,WAL,WESTERN ALLIANCE BANCORPORATION,western alliance bancorporation
1212545,WAL-PA,WESTERN ALLIANCE BANCORPORATION,western alliance bancorporation
1213037,CRDF,"Cardiff Oncology, Inc.",cardiff oncology
1213809,DYAI,DYADIC INTERNATIONAL INC,dyadic international
1214816,AXS-PE,AXIS CAPITAL HOLDINGS LTD,axis capital holdings
1214816,AXS,AXIS CAPITAL HOLDINGS LTD,axis capital holdings
1214935,NCV,Virtus Convertible & Income Fund,virtus convertible & income fund
1214935,NCV-PA,Virtus Convertible & Income Fund,virtus convertible & income fund
1215913,HPS,JOHN HANCOCK PREFERRED INCOME FUND III,john hancock preferred income fund iii
1216583,JPC,Nuveen Preferred & Income Opportunities Fund,nuveen preferred & income opportunities fund
1217234,CDNA,"CareDx, Inc.",caredx
1218683,BGDE,"Big Digital Energy, Inc.",big digital energy
1219120,AVK,ADVENT CONVERTIBLE & INCOME FUND,advent convertible & income fund
1219360,PHK,PIMCO HIGH INCOME FUND,pimco high income fund
1219601,CCK,"CROWN HOLDINGS, INC.",crown holdings
1221029,CPAC,CEMENTOS PACASMAYO SAA,cementos pacasmayo saa
1222333,GLD,SPDR GOLD TRUST,spdr gold trust
1222401,HYT,"BLACKROCK CORPORATE HIGH YIELD FUND, INC.",blackrock corporate high yield fund
1222719,CHY,CALAMOS CONVERTIBLE & HIGH INCOME FUND,calamos convertible & high income fund
1222922,EVV,Eaton Vance Ltd Duration Income Fund,eaton vance ltd duration income fund
1224133,MCHX,MARCHEX INC,marchex
1224450,RNP,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,cohen & steers reit & preferred & income fund
1224608,CNO-PA,"CNO Financial Group, Inc.",cno financial group
1224608,CNO,"CNO Financial Group, Inc.",cno financial group
1226616,MNOV,MEDICINOVA INC,medicinova
1227073,ERC,ALLSPRING MULTI-SECTOR INCOME FUND,allspring multi-sector income fund
1227282,SPOWF,Strata Power Corp,strata power
1227476,JQC,Nuveen Credit Strategies Income Fund,nuveen credit strategies income fund
1227500,EQBK,EQUITY BANCSHARES INC,equity bancshares
1227636,STIM,"Neuronetics, Inc.",neuronetics
1227654,CMP,COMPASS MINERALS INTERNATIONAL INC,compass minerals international
1227857,NCZ,Virtus Convertible & Income Fund II,virtus convertible & income fund ii
1227857,NCZ-PA,Virtus Convertible & Income Fund II,virtus convertible & income fund ii
1227862,EMD,WESTERN ASSET EMERGING MARKETS DEBT FUND INC.,western asset emerging markets debt fund
1228454,BCBP,BCB BANCORP INC,bcb bancorp
1228509,EHI,WESTERN ASSET GLOBAL HIGH INCOME FUND INC.,western asset global high income fund
1228627,IRD,"Opus Genetics, Inc.",opus genetics
1230058,KANP,KAANAPALI LAND LLC,kaanapali land
1230245,PIPR,PIPER SANDLER COMPANIES,piper sandler companies
1230524,LEEN,"Leopard Energy, Inc.",leopard energy
1230869,ASA,ASA Gold & Precious Metals Ltd,asa gold & precious metals
1231346,SA,SEABRIDGE GOLD INC,seabridge gold
1231457,GNLX,GENELUX Corp,genelux
1232384,TNCAF,TC ENERGY CORP,tc energy
1232384,TRP,TC ENERGY CORP,tc energy
1232384,TCANF,TC ENERGY CORP,tc energy
1232384,TCEYF,TC ENERGY CORP,tc energy
1232384,TRPEF,TC ENERGY CORP,tc energy
1232384,TCENF,TC ENERGY CORP,tc energy
1232384,TRPPF,TC ENERGY CORP,tc energy
1232384,TCNCF,TC ENERGY CORP,tc energy
1232384,TRPRF,TC ENERGY CORP,tc energy
1232524,JAZZ,Jazz Pharmaceuticals plc,jazz pharmaceuticals plc
1232582,AHT-PI,ASHFORD HOSPITALITY TRUST INC,ashford hospitality trust
1232582,AHT,ASHFORD HOSPITALITY TRUST INC,ashford hospitality trust
1232582,AHT-PG,ASHFORD HOSPITALITY TRUST INC,ashford hospitality trust
1232582,AHT-PH,ASHFORD HOSPITALITY TRUST INC,ashford hospitality trust
1232582,AHT-PF,ASHFORD HOSPITALITY TRUST INC,ashford hospitality trust
1232582,AHT-PD,ASHFORD HOSPITALITY TRUST INC,ashford hospitality trust
1233087,FTF,FRANKLIN LTD DURATION INCOME TRUST,franklin ltd duration income trust
1233681,BLW,BLACKROCK Ltd DURATION INCOME TRUST,blackrock ltd duration income trust
1234006,GOODO,GLADSTONE COMMERCIAL CORP,gladstone commercial
1234006,GOOD,GLADSTONE COMMERCIAL CORP,gladstone commercial
1234006,GOODN,GLADSTONE COMMERCIAL CORP,gladstone commercial
1235468,LQDT,LIQUIDITY SERVICES INC,liquidity services
1235912,CVRX,"CVRx, Inc.",cvrx
1236275,QXO-PB,"QXO, Inc.",qxo
1236275,QXO,"QXO, Inc.",qxo
1237831,GMED,GLOBUS MEDICAL INC,globus medical
1243429,ARCXF,ArcelorMittal,arcelormittal
1243429,AMSYF,ArcelorMittal,arcelormittal
1243429,MT,ArcelorMittal,arcelormittal
1244183,PFL,PIMCO INCOME STRATEGY FUND,pimco income strategy fund
1245648,FLC,FLAHERTY & CRUMRINE TOTAL RETURN FUND INC,flaherty & crumrine total return fund
1253327,EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,eaton vance tax-advantaged dividend income fund
1253689,CBIO,"CRESCENT BIOPHARMA, INC.",crescent biopharma
1253986,ABR,ARBOR REALTY TRUST INC,arbor realty trust
1253986,ABR-PE,ARBOR REALTY TRUST INC,arbor realty trust
1253986,ABR-PF,ARBOR REALTY TRUST INC,arbor realty trust
1253986,ABR-PD,ARBOR REALTY TRUST INC,arbor realty trust
1254370,WIA,WESTERN ASSET INFLATION-LINKED INCOME FUND,western asset inflation-linked income fund
1254435,PEXZF,PACIFIC RIDGE EXPLORATION LTD,pacific ridge exploration
1254699,QVCCQ,QVC INC,qvc
1254699,QVCDQ,QVC INC,qvc
1257640,KRO,KRONOS WORLDWIDE INC,kronos worldwide
1258602,NNI,NELNET INC,nelnet
1258623,EFR,Eaton Vance Senior Floating-Rate Trust,eaton vance senior floating-rate trust
1259429,OXSQ,Oxford Square Capital Corp.,oxford square capital
1259429,OXSQH,Oxford Square Capital Corp.,oxford square capital
1259429,OXSQG,Oxford Square Capital Corp.,oxford square capital
1259708,FRA,"BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC.",blackrock floating rate income strategies fund
1260041,HTD,JOHN HANCOCK TAX-ADVANTAGED DIVIDEND INCOME FUND,john hancock tax-advantaged dividend income fund
1260221,TDG,TransDigm Group INC,transdigm group
1260563,NFJ,"Virtus Dividend, Interest & Premium Strategy Fund","virtus dividend, interest & premium strategy fund"
1260729,GDV-PK,GABELLI DIVIDEND & INCOME TRUST,gabelli dividend & income trust
1260729,GDV,GABELLI DIVIDEND & INCOME TRUST,gabelli dividend & income trust
1260729,GDV-PH,GABELLI DIVIDEND & INCOME TRUST,gabelli dividend & income trust
1261002,GNOLF,GENOIL INC,genoil
1261166,NRO,NEUBERGER REAL ESTATE SECURITIES INCOME FUND INC,neuberger real estate securities income fund
1261333,DOCU,"DOCUSIGN, INC.",docusign
1261654,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,universal technical institute
1262039,FTNT,"Fortinet, Inc.",fortinet
1262104,LITS,"Lite Strategy, Inc.",lite strategy
1262823,WLK,WESTLAKE CORP,westlake
1262976,CMPR,CIMPRESS plc,cimpress plc
1263043,SHG,SHINHAN FINANCIAL GROUP CO LTD,shinhan financial group
1263364,COPR-WT,Idaho Copper Corp,idaho copper
1263364,COPR,Idaho Copper Corp,idaho copper
1263994,UTG,REAVES UTILITY INCOME FUND,reaves utility income fund
1264136,WF,WOORI FINANCIAL GROUP INC.,woori financial group
1265131,HTH,Hilltop Holdings Inc.,hilltop holdings
1265521,PMHS,"Polomar Health Services, Inc.",polomar health services
1266585,NMZ,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,nuveen municipal high income opportunity fund
1266806,VANI,"Vivani Medical, Inc.",vivani medical
1267238,AIZ,"ASSURANT, INC.",assurant
1267238,AIZN,"ASSURANT, INC.",assurant
1267332,IPB,MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1,merrill lynch depositor inc indexplus trust series 2003-1
1267395,AHL-PE,ASPEN INSURANCE HOLDINGS LTD,aspen insurance holdings
1267395,AHL-PF,ASPEN INSURANCE HOLDINGS LTD,aspen insurance holdings
1267395,AHL-PD,ASPEN INSURANCE HOLDINGS LTD,aspen insurance holdings
1267565,COLL,"COLLEGIUM PHARMACEUTICAL, INC",collegium pharmaceutical
1267902,WIW,WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND,western asset inflation-linked opportunities & income fund
1268533,TYG,TORTOISE ENERGY INFRASTRUCTURE CORP,tortoise energy infrastructure
1268884,IGR,CBRE GLOBAL REAL ESTATE INCOME FUND,cbre global real estate income fund
1268896,CILFY,CHINA LIFE INSURANCE CO LTD,china life insurance
1268896,CILJF,CHINA LIFE INSURANCE CO LTD,china life insurance
1269026,SINT,"Sintx Technologies, Inc.",sintx technologies
1269238,TCOM,Trip.com Group Ltd,trip.com group
1269238,TRPCF,Trip.com Group Ltd,trip.com group
1270131,SCD,LMP CAPITAL & INCOME FUND INC.,lmp capital & income fund
1270436,COHN,Cohen & Co Inc.,cohen &
1270523,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,eaton vance tax-advantaged global dividend income fund
1271554,ERLFF,Entree Resources Ltd.,entree resources
1272842,AIRG,AIRGAIN INC,airgain
1273441,GTE,GRAN TIERRA ENERGY INC.,gran tierra energy
1273685,ADAMH,"ADAMAS TRUST, INC.",adamas trust
1273685,ADAMO,"ADAMAS TRUST, INC.",adamas trust
1273685,ADAM,"ADAMAS TRUST, INC.",adamas trust
1273685,ADAMZ,"ADAMAS TRUST, INC.",adamas trust
1273685,ADAMG,"ADAMAS TRUST, INC.",adamas trust
1273685,ADAML,"ADAMAS TRUST, INC.",adamas trust
1273685,ADAMM,"ADAMAS TRUST, INC.",adamas trust
1273685,ADAMN,"ADAMAS TRUST, INC.",adamas trust
1273685,ADAMI,"ADAMAS TRUST, INC.",adamas trust
1273813,AGO,ASSURED GUARANTY LTD,assured guaranty
1274152,CSLLY,CSL LTD,csl
1274152,CMXHF,CSL LTD,csl
1274494,FSLR,"FIRST SOLAR, INC.",first solar
1274737,XGN,EXAGEN INC.,exagen
1275014,UCTT,"Ultra Clean Holdings, Inc.",ultra clean holdings
1275101,BOTJ,BANK OF THE JAMES FINANCIAL GROUP INC,bank of the james financial group
1275158,NDLS,NOODLES & Co,noodles &
1275168,FSBC,FIVE STAR BANCORP,five star bancorp
1275187,ANGO,ANGIODYNAMICS INC,angiodynamics
1275214,CSQ,CALAMOS STRATEGIC TOTAL RETURN FUND,calamos strategic total return fund
1275477,BMNM,"BIMINI CAPITAL MANAGEMENT, INC.",bimini capital management
1275617,UTF,COHEN & STEERS INFRASTRUCTURE FUND INC,cohen & steers infrastructure fund
1276187,ET,Energy Transfer LP,energy transfer
1276187,ET-PI,Energy Transfer LP,energy transfer
1276520,GNW,GENWORTH FINANCIAL INC,genworth financial
1276533,JFR,NUVEEN FLOATING RATE INCOME FUND,nuveen floating rate income fund
1277575,SCGX,SAXON CAPITAL GROUP INC,saxon capital group
1277866,EXK,ENDEAVOUR SILVER CORP,endeavour silver
1277902,MVBF,MVB FINANCIAL CORP,mvb financial
1278021,MKTX,MARKETAXESS HOLDINGS INC,marketaxess holdings
1278027,BGS,"B&G Foods, Inc.",b&g foods
1278211,LGI,LAZARD GLOBAL TOTAL RETURN & INCOME FUND INC,lazard global total return & income fund
1278680,IAU,ISHARES GOLD TRUST,ishares gold trust
1278752,MFICL,MidCap Financial Investment Corp,midcap financial investment
1278752,MFIC,MidCap Financial Investment Corp,midcap financial investment
1278895,CII,"BlackRock Enhanced Large Cap Core Fund, Inc.",blackrock enhanced large cap core fund
1279014,ERH,ALLSPRING UTILITIES & HIGH INCOME FUND,allspring utilities & high income fund
1279495,BTE,BAYTEX ENERGY CORP.,baytex energy
1279620,ZDPY,"Zoned Properties, Inc.",zoned properties
1279704,CLRB,"Cellectar Biosciences, Inc.",cellectar biosciences
1279715,IWSH,"Wright Investors Service Holdings, Inc.",wright investors service holdings
1279956,YRAIF,YARA INTERNATIONAL ASA,yara international asa
1279956,YARIY,YARA INTERNATIONAL ASA,yara international asa
1279967,CRARF,CREDIT AGRICOLE S A,credit agricole s a
1280058,BLKB,BLACKBAUD INC,blackbaud
1280263,AMBA,AMBARELLA INC,ambarella
1280452,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",monolithic power systems
1280776,IMUX,"IMMUNIC, INC.",immunic
1280784,HCXY,"Hercules Capital, Inc.",hercules capital
1280784,HTGC,"Hercules Capital, Inc.",hercules capital
1281721,SGIOF,SHIONOGI & CO LTD,shionogi &
1281761,RF,REGIONS FINANCIAL CORP,regions financial
1281761,RF-PC,REGIONS FINANCIAL CORP,regions financial
1281761,RF-PE,REGIONS FINANCIAL CORP,regions financial
1281761,RF-PF,REGIONS FINANCIAL CORP,regions financial
1281895,RCKTW,"ROCKET PHARMACEUTICALS, INC.",rocket pharmaceuticals
1281895,RCKT,"ROCKET PHARMACEUTICALS, INC.",rocket pharmaceuticals
1281926,ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,eaton vance tax-advantaged global dividend opportunities fund
1281984,WDLF,"Decentral Life, Inc.",decentral life
1282224,DLPN,"Dolphin Entertainment, Inc.",dolphin entertainment
1282571,GRNL,GREENLITE VENTURES INC,greenlite ventures
1282631,NLST,NETLIST INC,netlist
1282637,NEU,NEWMARKET CORP,newmarket
1282648,BATL,BATTALION OIL CORP,battalion oil
1282850,FCT,FIRST TRUST SENIOR FLOATING RATE INCOME FUND II,first trust senior floating rate income fund ii
1282957,GLU,GABELLI GLOBAL UTILITY & INCOME TRUST,gabelli global utility & income trust
1282957,GLU-PA,GABELLI GLOBAL UTILITY & INCOME TRUST,gabelli global utility & income trust
1282957,GLU-PB,GABELLI GLOBAL UTILITY & INCOME TRUST,gabelli global utility & income trust
1282980,DROR,"Dror Ortho-Design, Inc.",dror ortho-design
1283337,KTN,STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A,structured products corp cred enhance corts tr for aon cap a
1283464,KTH,STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,structured products corp corts tr for peco energy cap tr iii
1283699,TMUSZ,"T-Mobile US, Inc.",t-mobile us
1283699,TMUSI,"T-Mobile US, Inc.",t-mobile us
1283699,TMUS,"T-Mobile US, Inc.",t-mobile us
1283699,TMUSL,"T-Mobile US, Inc.",t-mobile us
1284143,JBK,LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BACKED SER 2004-6,lehman abs corp goldman sachs cap 1 sec backed ser 2004-6
1284237,ABCFF,ABACUS MINING & EXPLORATION CORP,abacus mining & exploration
1284812,CNS,"COHEN & STEERS, INC.",cohen & steers
1285170,ITMSF,INTERMAP TECHNOLOGIES CORP,intermap technologies
1285550,CLPT,"ClearPoint Neuro, Inc.",clearpoint neuro
1285650,CGO,CALAMOS GLOBAL TOTAL RETURN FUND,calamos global total return fund
1285785,MOS,MOSAIC CO,mosaic
1285819,OMER,OMEROS CORP,omeros
1285890,IGD,Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND,voya global equity dividend & premium opportunity fund
1286043,KRG,KITE REALTY GROUP TRUST,kite realty group trust
1286139,LZ,"LEGALZOOM.COM, INC.",legalzoom.com
1286405,GJH,STRATS SM TRUST FOR U S CELL CORP SEC SERIES 2004 6,strats sm trust for u s cell corp sec series 2004 6
1286613,LINC,LINCOLN EDUCATIONAL SERVICES CORP,lincoln educational services
1286681,DPZ,DOMINOS PIZZA INC,dominos pizza
1286973,USAS,Americas Gold & Silver Corp,americas gold & silver
1287032,PSEC,PROSPECT CAPITAL CORP,prospect capital
1287032,PSEC-PA,PROSPECT CAPITAL CORP,prospect capital
1287098,MXCT,"MAXCYTE, INC.",maxcyte
1287213,PLOW,"DOUGLAS DYNAMICS, INC",douglas dynamics
1287480,BGT,BLACKROCK FLOATING RATE INCOME TRUST,blackrock floating rate income trust
1287498,EVG,Eaton Vance Short Duration Diversified Income Fund,eaton vance short duration diversified income fund
1287750,ARCC,ARES CAPITAL CORP,ares capital
1287865,MPT,MEDICAL PROPERTIES TRUST INC,medical properties trust
1288268,IMTCF,Intrepid Metals Corp.,intrepid metals
1288403,WTI,W&T OFFSHORE INC,w&t offshore
1288469,MXL,"MAXLINEAR, INC",maxlinear
1288614,KRTL,KRTL Holding Group Inc,krtl holding group
1288770,XTGRF,XTRA-GOLD RESOURCES CORP,xtra-gold resources
1288795,GLV,Clough Global Dividend & Income Fund,clough global dividend & income fund
1288847,FIVN,"Five9, Inc.",five9
1288855,OPHC,"OptimumBank Holdings, Inc.",optimumbank holdings
1288992,EFT,Eaton Vance Floating-Rate Income Trust,eaton vance floating-rate income trust
1289223,NWPG,"Newport Gold, Inc.",newport gold
1289308,ENS,EnerSys,enersys
1289340,STXS,"Stereotaxis, Inc.",stereotaxis
1289419,MORN,"Morningstar, Inc.",morningstar
1289460,TXRH,"Texas Roadhouse, Inc.",texas roadhouse
1289490,EXR,Extra Space Storage Inc.,extra space storage
1289848,HURN,Huron Consulting Group Inc.,huron consulting group
1289868,MCN,XAI Madison Equity Premium Income Fund,xai madison equity premium income fund
1289877,SFL,SFL Corp Ltd.,sfl corp
1289945,SPOK,"Spok Holdings, Inc",spok holdings
1290109,LPL,"LG Display Co., Ltd.",lg display co
1290658,ITOX,"IIOT-OXYS, Inc.",iiot-oxys
1290677,TPB,"Turning Point Brands, Inc.",turning point brands
1290877,CLVLF,Clinuvel Pharmaceuticals Ltd,clinuvel pharmaceuticals
1290877,CUVL,Clinuvel Pharmaceuticals Ltd,clinuvel pharmaceuticals
1290877,CLVLY,Clinuvel Pharmaceuticals Ltd,clinuvel pharmaceuticals
1290900,CVGI,"Commercial Vehicle Group, Inc.",commercial vehicle group
1291313,GEHDF,Great Eastern Holdings Ltd,great eastern holdings
1291334,FFA,FIRST TRUST ENHANCED EQUITY INCOME FUND,first trust enhanced equity income fund
1291855,SPCB,SuperCom Ltd,supercom
1292490,SYIN,"Synbio International, Inc.",synbio international
1293135,VET,VERMILION ENERGY INC.,vermilion energy
1293613,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",kayne anderson energy infrastructure fund
1293818,CFOR,CapForce Inc.,capforce
1294133,INGN,Inogen Inc,inogen
1294808,PYT,PPLUS Trust Series GSC-2,pplus trust series gsc-2
1295401,TBBK,"Bancorp, Inc.",bancorp
1295514,MDWK,"MDWerks, Inc.",mdwerks
1295810,SHO-PH,"Sunstone Hotel Investors, Inc.",sunstone hotel investors
1295810,SHO,"Sunstone Hotel Investors, Inc.",sunstone hotel investors
1295810,SHO-PI,"Sunstone Hotel Investors, Inc.",sunstone hotel investors
1295947,PBH,Prestige Consumer Healthcare Inc.,prestige consumer healthcare
1296250,PFN,PIMCO Income Strategy Fund II,pimco income strategy fund ii
1296445,ORA,"ORMAT TECHNOLOGIES, INC.",ormat technologies
1296484,TOPS,TOP SHIPS INC.,top ships
1296774,NCTY,The9 LTD,the9
1297107,COSO,"CoastalSouth Bancshares, Inc.",coastalsouth bancshares
1297184,AMPH,"Amphastar Pharmaceuticals, Inc.",amphastar pharmaceuticals
1297341,KFFB,Kentucky First Federal Bancorp,kentucky first federal bancorp
1297937,PRKA,"PARKS AMERICA, INC",parks america
1297989,EXLS,"ExlService Holdings, Inc.",exlservice holdings
1297996,DLR-PL,"DIGITAL REALTY TRUST, INC.",digital realty trust
1297996,DLR-PK,"DIGITAL REALTY TRUST, INC.",digital realty trust
1297996,DLR-PJ,"DIGITAL REALTY TRUST, INC.",digital realty trust
1297996,DLR,"DIGITAL REALTY TRUST, INC.",digital realty trust
1298675,CUBE,CubeSmart,cubesmart
1298946,DRH,DiamondRock Hospitality Co,diamondrock hospitality
1299130,PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",pacific biosciences of california
1299709,AX,"Axos Financial, Inc.",axos financial
1299969,CHCI,"Comstock Holding Companies, Inc.",comstock holding companies
1300306,EMRH,EMERGING HOLDINGS INC,emerging holdings
1300391,EOI,Eaton Vance Enhanced Equity Income Fund,eaton vance enhanced equity income fund
1300514,LVS,LAS VEGAS SANDS CORP,las vegas sands
1301236,SOHOB,Sotherly Hotels Inc.,sotherly hotels
1301236,SOHON,Sotherly Hotels Inc.,sotherly hotels
1301787,BXC,BlueLinx Holdings Inc.,bluelinx holdings
1301854,MRZLF,Mirasol Resources Ltd,mirasol resources
1302084,NSRCF,NextSource Materials Inc.,nextsource materials
1302215,HLI,"HOULIHAN LOKEY, INC.",houlihan lokey
1302387,BVFL,"BV Financial, Inc.",bv financial
1303523,BTAFF,British American Tobacco p.l.c.,british american tobacco p.l.c
1303523,BTI,British American Tobacco p.l.c.,british american tobacco p.l.c
1304161,PBSV,"Pharma-Bio Serv, Inc.",pharma-bio serv
1304409,AHNRF,ATHENA GOLD CORP,athena gold
1304492,ATEX,Anterix Inc.,anterix
1305767,PHD,"Pioneer Floating Rate Fund, Inc.",pioneer floating rate fund
1306550,BGR,BlackRock Energy & Resources Trust,blackrock energy & resources trust
1306830,CE,Celanese Corp,celanese
1306965,SHEL,Shell plc,shell plc
1306965,RYDAF,Shell plc,shell plc
1307579,LIQT,LIQTECH INTERNATIONAL INC,liqtech international
1307748,IVT,InvenTrust Properties Corp.,inventrust properties
1307926,STSBF,South Star Battery Metals Corp.,south star battery metals
1307954,HUN,Huntsman CORP,huntsman
1308027,VYST,Vystar Corp,vystar
1308106,SEAL-PB,Seapeak LLC,seapeak
1308106,SEAL-PA,Seapeak LLC,seapeak
1308208,ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",universal logistics holdings
1308335,EOS,Eaton Vance Enhanced Equity Income Fund II,eaton vance enhanced equity income fund ii
1308547,DLB,"Dolby Laboratories, Inc.",dolby laboratories
1308648,AG,FIRST MAJESTIC SILVER CORP,first majestic silver
1308927,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,eaton vance tax-managed buy-write income fund
1309082,CEIN,"CAMBER ENERGY, INC.",camber energy
1309108,WEX,WEX Inc.,wex
1309167,AEGXF,Aecon Group Inc.,aecon group
1309251,MALG,MICROALLIANCE GROUP INC.,microalliance group
1309402,GPRE,Green Plains Inc.,green plains
1310488,BFNH,"BIOFORCE NANOSCIENCES HOLDINGS, INC.",bioforce nanosciences holdings
1310630,CFOO,China Foods Holdings Ltd.,china foods holdings
1311307,LNXSF,LANXESS AG,lanxess ag
1311307,LNXSY,LANXESS AG,lanxess ag
1311370,LAZ,"Lazard, Inc.",lazard
1311673,YTFD,"Yale Transaction Finders, Inc.",yale transaction finders
1313310,GRVY,"GRAVITY Co., Ltd.",gravity co
1313510,GGN,"GAMCO Global Gold, Natural Resources & Income Trust","gamco global gold, natural resources & income trust"
1313510,GGN-PB,"GAMCO Global Gold, Natural Resources & Income Trust","gamco global gold, natural resources & income trust"
1314052,AVXL,ANAVEX LIFE SCIENCES CORP.,anavex life sciences
1314102,EYPT,"EyePoint, Inc.",eyepoint
1314196,OLB,"OLB GROUP, INC.",olb group
1314727,SONO,Sonos Inc,sonos
1314966,BME,BlackRock Health Sciences Trust,blackrock health sciences trust
1315098,RBLX,Roblox Corp,roblox
1315257,KOP,Koppers Holdings Inc.,koppers holdings
1315399,PKBK,"PARKE BANCORP, INC.",parke bancorp
1316463,GLQ,Clough Global Equity Fund,clough global equity fund
1316835,BLDR,"Builders FirstSource, Inc.",builders firstsource
1317295,CITAF,CHINA SHIPPING CONTAINER LINES CO LTD,china shipping container lines
1317685,ALH,Alliance Laundry Holdings Inc.,alliance laundry holdings
1317945,OFLX,"Omega Flex, Inc.",omega flex
1318008,ZUMZ,Zumiez Inc,zumiez
1318025,PGP,PIMCO Global StocksPLUS & Income Fund,pimco global stocksplus & income fund
1318220,WCN,"Waste Connections, Inc.",waste connections
1318268,MDEX,Madison Technologies Inc.,madison technologies
1318482,KDOZF,KIDOZ INC.,kidoz
1318484,CTRN,Citi Trends Inc,citi trends
1318596,KRYXF,KORYX COPPER INC.,koryx copper
1318605,TSLA,"Tesla, Inc.",tesla
1318885,DSX-WT,DIANA SHIPPING INC.,diana shipping
1318885,DSX-PB,DIANA SHIPPING INC.,diana shipping
1318885,DSX,DIANA SHIPPING INC.,diana shipping
1319150,PBMLF,Pacific Booker Minerals Inc.,pacific booker minerals
1319161,WMG,Warner Music Group Corp.,warner music group
