fcc_cik,fcc_org,fcc_breach_date,fcc_car,donor_cik,donor_org,donor_breach_date,donor_car,matching_distance,treatment_effect
732717,AT&T,2014-04-01,4.7323,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.0,6.0679
732717,AT&T,2017-01-25,-1.3269,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.338751643043284,-1.5645
732717,AT&T,2013-11-05,-7.863,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.044226737537084754,-6.5274
732717,AT&T,2024-03-17,2.4048,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.22374578339759213,1.8592
732717,AT&T,2014-06-11,1.0352,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.0,2.3708
732717,AT&T,2014-02-01,-5.2349,1543151,"Uber Technologies, Inc.",2024-08-23,-0.4078,0.15150231785783552,-4.8271
732717,AT&T,2008-05-23,-6.9862,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.3934153102184439,-5.650600000000001
732717,AT&T,2014-10-09,-3.7792,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.05563567688941425,-4.0168
732717,AT&T,2013-01-01,-0.8353,1283699,T-Mobile USA,2022-11-25,1.7845,0.4764624971570849,-2.6198
732717,AT&T,2012-01-01,-6.7237,101829,Xerox Corporation,2023-12-10,5.6412,0.7142428028319416,-12.3649
732717,AT&T,2022-06-01,4.8176,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.13727573695482714,4.58
732717,AT&T Inc,2024-04-09,-0.3367,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.17856539708270563,-0.8823
732717,AT&T Inc.,2024-03-17,2.4048,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.22374578339759213,1.8592
732717,AT&T Inc.,2024-03-26,2.1591,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.22374578339759213,1.6135000000000002
732717,AT&T Inc.,2024-04-10,1.9726,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.17856539708270563,1.427
732717,AT&T Inc.,2024-04-14,2.4085,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.17856539708270563,1.8629000000000002
732717,AT&T Services,2017-02-01,-3.1862,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.338751643043284,-3.4238
732717,AT&T Services Inc.,2014-04-01,4.7323,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.0,6.0679
732717,"AT&T Services, Inc.",2022-08-30,-6.1771,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.1248690435297726,-6.722700000000001
732717,"AT&T Services, Inc.",2017-01-01,-7.6619,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.338751643043284,-7.8995
732717,"AT&T Services, Inc.",2014-06-05,1.6974,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.0,3.033
732717,"AT&T Services, Inc.",2017-01-25,-1.3269,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.338751643043284,-1.5645
732717,"AT&T Services, Inc.",2023-03-01,3.6151,1713683,"CrowdStrike Holdings, Inc.",2022-04-01,-37.2556,1.136426493574874,40.8707
732717,"AT&T, Inc.",2019-01-01,-4.4923,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.23789727102043204,-3.1567000000000003
732717,ATT-Breach Notification,2014-08-05,-4.3326,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.0,-4.5702
732717,ATT-Breach Notification,2014-10-16,-5.4932,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.05563567688941425,-5.7307999999999995
732717,ATT-SecurityBreach,2014-04-09,-1.3356,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.0,0.0
732717,ATT-SecurityBreach2,2013-10-01,1.1715,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.044226737537084754,2.5071
1001082,Boost Mobile,2019-03-14,3.5514,1336920,"Leidos, Inc.",2022-09-30,6.4486,0.16807652398587447,-2.8971999999999998
1632127,"Cable One, Inc.",2019-08-08,0.0418,1071739,Centene Management Corporation,2015-10-08,-0.8209,0.052736377050828585,0.8626999999999999
1632127,"Cable One, Inc.",2019-03-01,2.9841,1071739,Centene Management Corporation,2015-10-08,-0.8209,0.3376082208807647,3.805
18926,CenturyLink Communications,2020-08-20,-12.3889,874761,Ariel Corporation,2024-06-20,-6.0506,0.23958743932764845,-6.338299999999999
18926,Centurylink Communications,2022-03-15,-2.7318,874761,Ariel Corporation,2024-06-20,-6.0506,0.16339656231228386,3.3188000000000004
1091667,Charter Communication,2014-09-30,-7.9306,1034054,"Nuance Communications, Inc.",2014-12-10,4.9443,0.24062565148852982,-12.8749
1091667,Charter Communications,2008-08-11,-13.1825,1437107,"iHeartMedia + Entertainment, Inc.",2024-12-24,4.7813,1.4248233723289572,-17.9638
1091667,Charter Communications,2022-12-21,19.1859,315293,Aon Corporation,2020-12-17,-3.614,0.12474047559344088,22.7999
1091667,"Charter Communications, Inc.",2023-09-01,7.5042,315293,Aon Corporation,2020-12-17,-3.614,0.14623338252216156,11.1182
1091667,"Charter Communications, Inc.",2013-04-26,7.5148,1034054,Sorenson Communications,2014-02-20,-10.9152,0.20009179350661144,18.43
1091667,"Charter Communications, Inc.",2008-07-14,1.2061,1437107,"iHeartMedia + Entertainment, Inc.",2024-12-24,4.7813,1.4248233723289572,-3.5751999999999997
1091667,"Charter Communications, Inc.",2014-01-21,-7.3331,1609711,"GoDaddy.com, LLC",2021-09-06,-7.0434,0.1278026129649909,-0.28969999999999985
1091667,"Charter Communications, Inc.",2023-01-01,9.0761,315293,Aon Corporation,2020-12-17,-3.614,0.14136064395260436,12.690100000000001
1166691,Comcast,2014-09-29,-3.954,1633917,PayPal Inc.,2019-08-08,-5.1461,0.12701948698464866,1.1920999999999995
1166691,Comcast,2008-01-29,12.6734,1326160,Duke Energy Corporation,2014-03-24,6.036,0.10252764888166259,6.637400000000001
1166691,Comcast,2024-02-14,-2.723,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.04121722279514566,-2.9606
1166691,Comcast,2023-10-16,-9.1027,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.07652683052067973,-7.767100000000001
1166691,Comcast Cable Communications LLC,2024-10-04,2.0194,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.10554610128420011,3.355
1166691,Comcast Cable Communications LLC,2024-02-14,-2.723,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.04121722279514566,-2.9606
1166691,Comcast Cable Communications LLC,2023-10-16,-9.1027,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.07652683052067973,-7.767100000000001
1166691,Comcast Cable Communications LLC,2024-01-26,-8.2549,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.04121722279514566,-8.4925
1166691,"Comcast Cable Communications, Inc.",2009-06-22,1.3985,1645590,"HP Enterprise Services, LLC",2016-11-07,-0.6345,0.1564997538183506,2.033
1166691,"Comcast Cable Communications, Inc.",2009-05-11,-9.5908,1645590,"HP Enterprise Services, LLC",2016-11-07,-0.6345,0.1564997538183506,-8.9563
732717,Cricket Wireless LLC,2018-08-21,0.7712,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.24079054618354662,2.1068
732717,Cricket Wireless LLC,2018-08-17,-1.1855,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.24079054618354662,0.1500999999999999
1001082,DISH Network Corporation,2023-02-23,-39.3194,1071739,Centene Management Corporation,2015-10-08,-0.8209,0.2734111562543794,-38.4985
1001082,DISH Network L.L.C.,2023-02-22,-40.6017,1071739,Centene Management Corporation,2015-10-08,-0.8209,0.2734111562543794,-39.7808
1001082,"DISH Network, LLC",2023-05-17,-2.3845,920522,"Essex Property Trust, Inc.",2013-08-13,-4.7938,0.22908845423196209,2.4093
1001082,"DISH Network, LLC",2023-02-23,-39.3194,1071739,Centene Management Corporation,2015-10-08,-0.8209,0.2734111562543794,-38.4985
1001082,"DISH Network, LLC",2023-02-22,-40.6017,1071739,Centene Management Corporation,2015-10-08,-0.8209,0.2734111562543794,-39.7808
20520,Frontier Communications,2022-02-24,6.9442,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,3.1122,0.06900705432622505,3.8320000000000003
20520,"Frontier Communications Parent, Inc.",2023-12-18,-2.7534,879585,"Gray Television, Inc.",2021-09-01,5.129,0.5265334924894555,-7.8824
20520,"Frontier Communications Parent, Inc.",2024-04-13,3.5229,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,3.1122,0.3566188732368168,0.41069999999999984
20520,"Frontier Communications Parent, Inc.",2024-04-14,3.9861,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,3.1122,0.3566188732368168,0.8738999999999999
20520,"Frontier Communications Parent, Inc.",2024-06-10,3.3666,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,3.1122,0.3566188732368168,0.25439999999999996
20520,"Frontier Communications Parent, Inc.",2024-06-12,8.1199,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,3.1122,0.3566188732368168,5.0077
1166691,NBC Sports Group,2012-08-24,2.96,1535527,CrowdStrike Holdings Inc.,2024-07-19,-20.6563,0.2142364234914142,23.616300000000003
1166691,NBC Sports Group,2013-08-24,5.5701,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,-31.3343,0.23894649191559192,36.904399999999995
1166691,NBC Sports Group,2013-10-15,2.58,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.2000526618349108,2.0344
1166691,NBCUniversal,2022-01-04,1.9512,732717,"AT&T Services, Inc.",2014-04-09,-1.3356,0.23870522680500292,3.2868
1283699,Sprint,2019-06-02,-0.7493,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.05831321351441901,-6.5628
1283699,Sprint,2019-06-08,-2.2977,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.05831321351441901,-8.1112
1283699,Sprint,2017-05-07,-5.1309,1283699,T-Mobile,2017-04-01,-0.5372,0.0,-4.593699999999999
1283699,Sprint,2019-06-22,1.8773,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.05831321351441901,-3.9362000000000004
1283699,Sprint,2020-04-02,-1.4651,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.12172048937267144,-7.278600000000001
1283699,Sprint,2020-04-15,3.3105,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.12172048937267144,-2.503
1283699,Sprint Business,2019-06-08,-2.2977,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.05831321351441901,-8.1112
1283699,Sprint Corporation,2019-03-14,-3.086,1283699,Impact Mobile Home Communities,2018-10-03,5.8837,0.10753474578988333,-8.9697
1283699,Sprint Corporation,2017-05-01,-7.1273,1283699,T-Mobile,2017-04-01,-0.5372,0.0,-6.5901
1283699,Sprint Corporation,2015-08-17,6.8116,4904,American Electric Power,2018-12-09,-3.0322,0.10337153749530696,9.8438
1283699,Sprint Corporation,2018-03-02,0.8704,47111,The Hershey Company,2023-09-03,-7.7287,0.1013649564389786,8.5991
1283699,Sprint Corporation,2019-08-13,0.3097,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.0,-5.5038
1283699,Sprint Corporation,2019-05-09,2.2085,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.05831321351441901,-3.6050000000000004
1283699,T-Mobile,2021-02-20,4.2088,1283699,T-Mobile USA,2022-11-25,1.7845,0.03945376531835347,2.4243
1283699,T-Mobile,2013-11-01,-5.4603,92380,Southwest Binding & Laminating,2024-02-01,-8.5877,0.2006641428948114,3.1273999999999997
1283699,T-Mobile,2023-02-24,2.4228,1283699,T-Mobile USA,2022-11-25,1.7845,0.1317258734550701,0.6383000000000001
1283699,T-Mobile,2022-11-25,1.7845,1283699,T-Mobile USA,2022-11-25,1.7845,0.0,0.0
1283699,T-Mobile,2022-03-08,2.3183,1283699,T-Mobile USA,2022-11-25,1.7845,0.12114622961592089,0.5337999999999998
1283699,T-Mobile,2020-08-31,3.4673,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.1836540124855602,2.9217
1283699,T-Mobile,2021-03-31,7.8036,1283699,T-Mobile USA,2022-11-25,1.7845,0.03945376531835347,6.0191
1283699,T-Mobile,2021-01-18,-7.7084,1283699,T-Mobile USA,2022-11-25,1.7845,0.03945376531835347,-9.4929
1283699,"T-Mobile US, Inc.",2020-08-27,-0.1464,1283699,WillScot Mobile Mini Holdings Corp.,2020-11-10,0.5456,0.1836540124855602,-0.692
1283699,"T-Mobile US, Inc.",2021-01-18,-7.7084,1283699,T-Mobile USA,2022-11-25,1.7845,0.03945376531835347,-9.4929
1283699,T-Mobile USA,2019-11-26,-2.6967,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.05990274230677894,-8.510200000000001
1283699,T-Mobile USA,2023-04-28,-18.131,732717,"AT&T Services, Inc.",2014-08-11,0.2376,0.10039547495648117,-18.3686
1283699,T-Mobile USA,2021-08-17,-7.238,1283699,T-Mobile USA,2022-11-25,1.7845,0.09106409435793844,-9.0225
1283699,T-Mobile USA,2021-08-18,-7.2929,1283699,T-Mobile USA,2022-11-25,1.7845,0.09106409435793844,-9.0774
1283699,T-Mobile USA,2021-08-26,-12.2246,1283699,T-Mobile USA,2022-11-25,1.7845,0.09106409435793844,-14.0091
1283699,T-Mobile USA,2015-09-14,0.1446,4904,American Electric Power,2018-12-09,-3.0322,0.10337153749530696,3.1768
1283699,T-Mobile USA Inc,2015-11-04,5.9601,4904,American Electric Power,2019-02-18,1.811,0.13099396965592558,4.1491
1283699,T-Mobile USA Inc,2019-11-26,-2.6967,1283699,Impact Mobile Home Communities,2019-07-01,5.8135,0.05990274230677894,-8.510200000000001
1283699,T-Mobile USA Inc.,2018-08-20,3.924,1283699,Impact Mobile Home Communities,2018-10-03,5.8837,0.1394779964268292,-1.9597000000000002
1283699,T-Mobile USA Inc.,2015-09-14,0.1446,4904,American Electric Power,2018-12-09,-3.0322,0.10337153749530696,3.1768
1283699,T-Mobile USA Inc.,2015-10-01,-9.7058,4904,American Electric Power,2019-02-18,1.811,0.13099396965592558,-11.5168
1283699,"T-Mobile USA, Inc.",2017-08-24,-7.0612,1283699,T-Mobile,2017-04-01,-0.5372,0.08830788051219625,-6.524
1283699,"T-Mobile USA, Inc.",2015-09-14,0.1446,4904,American Electric Power,2018-12-09,-3.0322,0.10337153749530696,3.1768
1283699,"T-Mobile USA, Inc.",2021-08-17,-7.238,1283699,T-Mobile USA,2022-11-25,1.7845,0.09106409435793844,-9.0225
1283699,"T-Mobile USA, Inc.",2021-02-12,0.36,1283699,T-Mobile USA,2022-11-25,1.7845,0.03945376531835347,-1.4245
1283699,"T-Mobile USA, Inc.",2017-09-16,-0.1198,1283699,T-Mobile,2017-04-01,-0.5372,0.08830788051219625,0.4174
1283699,"T-Mobile USA, Inc.",2013-11-26,21.8845,92380,Southwest Binding & Laminating,2024-02-01,-8.5877,0.2006641428948114,30.4722
1283699,"T-Mobile USA, Inc.",2015-09-15,-5.8577,4904,American Electric Power,2018-12-09,-3.0322,0.10337153749530696,-2.8255000000000003
1283699,"T-Mobile USA, Inc.",2023-02-01,-1.4896,1283699,T-Mobile USA,2022-11-25,1.7845,0.1317258734550701,-3.2741
1283699,"T-Mobile USA, Inc.",2014-01-02,-6.4981,896878,Intuit Inc.,2015-12-07,5.5756,0.22394281401739377,-12.073699999999999
1283699,"T-Mobile USA, Inc.",2021-08-13,-12.2988,1283699,T-Mobile USA,2022-11-25,1.7845,0.09106409435793844,-14.0833
1283699,"T-Mobile USA, Inc.",2021-03-01,2.1371,1283699,T-Mobile USA,2022-11-25,1.7845,0.03945376531835347,0.35260000000000025
1283699,"T-Mobile, USA",2023-02-01,-1.4896,1283699,T-Mobile USA,2022-11-25,1.7845,0.1317258734550701,-3.2741
732712,Verizon,2023-05-11,-8.181,21344,Coca-Cola Bottling Company of Northern New England,2018-06-02,1.6991,0.1328680647251332,-9.880099999999999
732712,Verizon,2016-08-10,-2.8656,70858,"Professional Compounding Centers of America, Inc.",2023-12-02,0.7056,0.04230077959331933,-3.5712
732712,Verizon,2017-07-20,10.237,77476,"PepsiCo, Inc.",2021-02-24,3.9731,0.20627258889822847,6.2639
